accelX       ; accelY       ; accelZ       ; totalAccel   ; gyroX        ; gyroY        ; gyroZ        ; totalGyro   
-0.21802     ; 1.07574      ; 0.16876      ; 1.11051      ; 0.65048      ; -25.42114    ; 50.37872     ; 50.39441    
-0.26617     ; 1.05872      ; 0.03772      ; 1.09231      ; 11.20773     ; -31.03622    ; 53.45169     ; 54.62433    
-0.26105     ; 1.17523      ; 0.20886      ; 1.22186      ; -11.62643    ; -20.43411    ; 48.06839     ; 49.46843    
-0.21381     ; 1.35077      ; 0.20959      ; 1.38355      ; -4.39636     ; -32.35214    ; 48.52448     ; 48.74195    
-0.19342     ; 1.53619      ; 0.12720      ; 1.55354      ; 1.33835      ; -39.17847    ; 56.72653     ; 56.76311    
-0.23907     ; 1.68774      ; -0.09814     ; 1.70742      ; 6.01135      ; -43.43277    ; 85.37766     ; 85.60566    
-0.28137     ; 1.72412      ; 0.00702      ; 1.74694      ; -0.56076     ; -13.20404    ; 108.86978    ; 108.88488   
-0.33038     ; 1.78119      ; 0.32587      ; 1.84065      ; -29.08478    ; 16.50879     ; 129.83475    ; 133.06448   
-0.41168     ; 1.78992      ; 0.48755      ; 1.90026      ; -20.94254    ; 12.90497     ; 146.28372    ; 147.78607   
-0.57318     ; 1.64880      ; 0.58411      ; 1.84073      ; -18.71445    ; 3.42438      ; 168.25806    ; 169.30363   
-0.70923     ; 1.47272      ; 0.61121      ; 1.74513      ; -20.97992    ; -7.30484     ; 174.71802    ; 175.97929   
-0.83325     ; 1.35712      ; 0.62878      ; 1.71215      ; -32.14279    ; -41.63086    ; 176.28067    ; 179.19229   
-0.89032     ; 1.19604      ; 0.48804      ; 1.56888      ; -29.01749    ; -70.73807    ; 168.53470    ; 171.01868   
-0.82605     ; 1.01379      ; 0.36462      ; 1.35760      ; -25.36133    ; -76.86905    ; 150.88196    ; 153.00192   
-0.72131     ; 0.84387      ; 0.29828      ; 1.14951      ; -17.47330    ; -67.23145    ; 130.73196    ; 131.89722   
-0.69989     ; 0.75732      ; 0.30634      ; 1.07575      ; -12.48627    ; -57.84058    ; 111.74088    ; 112.43889   
-0.72321     ; 0.72650      ; 0.28638      ; 1.06435      ; -2.40753     ; -50.42358    ; 96.19659     ; 96.22946    
-0.73724     ; 0.65344      ; 0.27869      ; 1.02381      ; 0.77011      ; -43.06641    ; 88.18146     ; 88.18724    
-0.71539     ; 0.57288      ; 0.33557      ; 0.97600      ; 0.11215      ; -21.56311    ; 70.08759     ; 70.09002    
-0.62683     ; 0.51801      ; 0.39630      ; 0.90460      ; -4.83002     ; -6.01883     ; 50.44601     ; 50.67936    
-0.51874     ; 0.51575      ; 0.40540      ; 0.83632      ; -4.44870     ; -6.98334     ; 28.64365     ; 28.99164    
-0.43542     ; 0.55438      ; 0.37030      ; 0.79628      ; -5.29358     ; -10.99838    ; 21.45844     ; 22.10868    
-0.39410     ; 0.57300      ; 0.28833      ; 0.75285      ; -4.74777     ; -14.22089    ; 11.30493     ; 12.27482    
-0.42694     ; 0.53955      ; 0.25238      ; 0.73286      ; -7.75345     ; -4.22440     ; 1.48788      ; 7.91334     
-0.39740     ; 0.53937      ; 0.30054      ; 0.73428      ; -12.25449    ; 16.42654     ; -16.45645    ; 20.52506    
-0.33838     ; 0.59045      ; 0.32532      ; 0.75430      ; -9.69742     ; 17.94434     ; -29.28665    ; 30.85606    
-0.29639     ; 0.64545      ; 0.29517      ; 0.76914      ; -4.33655     ; 10.51987     ; -49.23477    ; 49.42960    
-0.29523     ; 0.71674      ; 0.28424      ; 0.82563      ; -5.19638     ; 8.98712      ; -60.20325    ; 60.43134    
-0.34332     ; 0.75751      ; 0.29547      ; 0.88260      ; -13.06198    ; 19.48456     ; -62.70050    ; 64.05109    
-0.38519     ; 0.77887      ; 0.38177      ; 0.94909      ; -16.72562    ; 26.65482     ; -64.75662    ; 66.88627    
-0.39752     ; 0.85559      ; 0.38818      ; 1.02017      ; -6.78146     ; 31.06613     ; -77.62421    ; 77.92456    
-0.38788     ; 0.96765      ; 0.34784      ; 1.09900      ; -5.42816     ; 27.44736     ; -89.67682    ; 89.84616    
-0.40216     ; 1.03516      ; 0.32208      ; 1.15630      ; -4.34402     ; 29.17450     ; -94.69376    ; 94.79900    
-0.43213     ; 1.02460      ; 0.34845      ; 1.16531      ; -2.84866     ; 44.22531     ; -91.91986    ; 91.96970    
-0.47980     ; 1.00690      ; 0.43140      ; 1.19589      ; -8.40393     ; 56.51718     ; -89.12354    ; 89.52454    
-0.49402     ; 1.03174      ; 0.43671      ; 1.22444      ; -8.83011     ; 55.26855     ; -91.35162    ; 91.78320    
-0.50293     ; 1.12213      ; 0.46564      ; 1.31489      ; -13.33862    ; 49.20486     ; -98.79852    ; 99.70119    
-0.51892     ; 1.21637      ; 0.42157      ; 1.38800      ; -8.29926     ; 40.88318     ; -103.30704   ; 103.64700   
-0.51300     ; 1.26404      ; 0.36493      ; 1.41214      ; -3.50662     ; 37.23450     ; -106.36505   ; 106.43034   
-0.49316     ; 1.27216      ; 0.35480      ; 1.40978      ; 2.58698      ; 37.10739     ; -107.19498   ; 107.23373   
-0.43311     ; 1.26068      ; 0.31085      ; 1.36877      ; 13.15170     ; 32.98767     ; -109.13895   ; 109.93574   
-0.34558     ; 1.23328      ; 0.28192      ; 1.31144      ; 15.80597     ; 31.17081     ; -109.63989   ; 110.78021   
-0.32574     ; 1.23535      ; 0.27356      ; 1.30654      ; 18.06396     ; 32.14279     ; -104.50333   ; 106.06026   
-0.37274     ; 1.27747      ; 0.28265      ; 1.36042      ; 14.67697     ; 40.72617     ; -89.44504    ; 90.65021    
-0.46497     ; 1.25964      ; 0.28326      ; 1.37227      ; 8.66562      ; 58.97705     ; -74.25217    ; 74.76673    
-0.52222     ; 1.21051      ; 0.36267      ; 1.36732      ; 3.31970      ; 76.90643     ; -65.96786    ; 66.06243    
-0.46075     ; 1.17151      ; 0.43311      ; 1.33128      ; -0.72525     ; 70.58105     ; -68.42026    ; 68.43413    
-0.33710     ; 1.15051      ; 0.36536      ; 1.25332      ; 4.38889      ; 58.14713     ; -72.55493    ; 72.69666    
-0.28601     ; 1.11542      ; 0.28046      ; 1.18516      ; 17.43591     ; 34.66248     ; -72.70447    ; 74.77429    
-0.29803     ; 1.06677      ; 0.21924      ; 1.12911      ; 12.65076     ; 32.24747     ; -66.16226    ; 67.36932    
-0.28168     ; 1.02753      ; 0.18335      ; 1.08110      ; -3.98514     ; 40.59906     ; -63.76221    ; 63.89488    
-0.26306     ; 1.01508      ; 0.19672      ; 1.06690      ; -25.97443    ; 40.22522     ; -61.31729    ; 66.59963    
-0.26312     ; 1.00677      ; 0.12903      ; 1.04856      ; -22.12387    ; 25.56320     ; -58.66302    ; 62.70430    
-0.25616     ; 1.00256      ; 0.11658      ; 1.04132      ; -18.54248    ; 19.51447     ; -56.43494    ; 59.41154    
-0.26556     ; 1.00665      ; 0.18463      ; 1.05734      ; -7.54410     ; 14.68445     ; -48.85345    ; 49.44276    
-0.26105     ; 1.00232      ; 0.22766      ; 1.06048      ; 6.57211      ; 5.84686      ; -36.87561    ; 37.47009    
-0.29626     ; 1.00690      ; 0.17169      ; 1.06353      ; 17.98172     ; -5.86182     ; -22.61734    ; 28.91194    
-0.30109     ; 0.99536      ; 0.17987      ; 1.05534      ; 11.09558     ; 1.25610      ; -10.89371    ; 15.58126    
-0.26373     ; 0.99353      ; 0.17810      ; 1.04325      ; -2.78137     ; 13.17413     ; 0.23926      ; 2.96317     
-0.23761     ; 0.98138      ; 0.20740      ; 1.03082      ; -14.92371    ; 20.45654     ; 5.21881      ; 15.84033    
-0.22375     ; 0.96021      ; 0.26349      ; 1.02053      ; -31.03622    ; 30.36331     ; 10.61707     ; 32.81602    
-0.20679     ; 0.93658      ; 0.31659      ; 1.01004      ; -34.19891    ; 19.57428     ; 16.63589     ; 38.04203    
-0.21252     ; 0.93134      ; 0.31970      ; 1.00735      ; -21.45096    ; -6.69922     ; 18.81165     ; 28.54626    
-0.19574     ; 0.98621      ; 0.28467      ; 1.04497      ; -6.41510     ; -31.85867    ; 19.26773     ; 20.33154    
-0.21954     ; 1.02832      ; 0.20746      ; 1.07177      ; 0.25421      ; -45.03281    ; 25.59311     ; 25.61502    
-0.23877     ; 1.04651      ; 0.19714      ; 1.09136      ; -1.89911     ; -45.46646    ; 32.87552     ; 32.94695    
-0.20410     ; 1.13043      ; 0.25800      ; 1.17733      ; -9.83200     ; -40.82336    ; 35.24567     ; 36.60878    
-0.14862     ; 1.28625      ; 0.25128      ; 1.31897      ; -6.75156     ; -48.12073    ; 41.62338     ; 42.18701    
-0.16827     ; 1.41730      ; 0.03552      ; 1.42769      ; 15.34988     ; -68.41278    ; 58.15460     ; 60.16299    
-0.18530     ; 1.49927      ; 0.00085      ; 1.51068      ; 15.76111     ; -56.40503    ; 79.05975     ; 80.62943    
-0.20349     ; 1.54816      ; 0.19324      ; 1.57338      ; -5.71228     ; -19.60419    ; 102.35001    ; 102.52097   
-0.30829     ; 1.57312      ; 0.39740      ; 1.65157      ; -35.29800    ; 0.23178      ; 124.51874    ; 129.43469   
-0.39905     ; 1.58594      ; 0.54236      ; 1.72296      ; -46.67023    ; 0.61310      ; 131.44974    ; 139.49788   
-0.50104     ; 1.52972      ; 0.52301      ; 1.69252      ; -54.83490    ; -21.21918    ; 137.94708    ; 148.45404   
-0.60260     ; 1.44733      ; 0.49396      ; 1.64374      ; -46.85715    ; -52.50214    ; 138.34335    ; 146.07043   
-0.66882     ; 1.32037      ; 0.51300      ; 1.56649      ; -34.90921    ; -70.58105    ; 134.70215    ; 139.15842   
-0.68121     ; 1.16095      ; 0.51678      ; 1.44185      ; -23.82111    ; -82.37946    ; 126.82907    ; 129.05196   
-0.64825     ; 1.04028      ; 0.47894      ; 1.31598      ; -12.07504    ; -87.54593    ; 113.73718    ; 114.38110   
-0.61731     ; 0.94720      ; 0.41443      ; 1.20417      ; -9.45068     ; -85.81879    ; 108.79501    ; 109.20882   
-0.59143     ; 0.86774      ; 0.40948      ; 1.12714      ; -16.92001    ; -73.37738    ; 100.60791    ; 102.02447   
-0.61456     ; 0.79572      ; 0.36145      ; 1.06841      ; -15.11063    ; -65.93796    ; 90.01328     ; 91.27625    
-0.64771     ; 0.71283      ; 0.33533      ; 1.01985      ; -12.03766    ; -55.40314    ; 76.00922     ; 76.95982    
-0.61066     ; 0.65570      ; 0.37378      ; 0.97085      ; -5.52536     ; -46.64032    ; 57.07047     ; 57.34106    
-0.51117     ; 0.63959      ; 0.39642      ; 0.90968      ; 1.71967      ; -44.09073    ; 36.67374     ; 36.71960    
-0.42584     ; 0.64453      ; 0.38824      ; 0.86458      ; 3.66364      ; -43.20847    ; 26.98380     ; 27.23899    
-0.35034     ; 0.67395      ; 0.36377      ; 0.84219      ; 2.99072      ; -42.49069    ; 11.33484     ; 11.74211    
-0.35388     ; 0.67798      ; 0.32306      ; 0.83021      ; 1.12900      ; -35.55969    ; -0.27664     ; 1.34567     
-0.37073     ; 0.65680      ; 0.31946      ; 0.81907      ; -2.48978     ; -19.95560    ; 8.44879      ; 8.83247     
-0.40021     ; 0.63721      ; 0.30023      ; 0.81015      ; -5.49545     ; -7.54410     ; 1.12152      ; 5.64481     
-0.42139     ; 0.62396      ; 0.32349      ; 0.81947      ; -11.36475    ; 10.01144     ; -11.40213    ; 16.11072    
-0.41669     ; 0.63556      ; 0.30353      ; 0.81835      ; -11.67877    ; 13.82462     ; -14.72183    ; 18.80239    
-0.41510     ; 0.64087      ; 0.30640      ; 0.82274      ; -9.48807     ; 19.85840     ; -21.80984    ; 23.79293    
-0.43451     ; 0.67712      ; 0.31732      ; 0.86486      ; -4.34402     ; 23.68652     ; -36.66626    ; 36.92890    
-0.47314     ; 0.70386      ; 0.35559      ; 0.91963      ; -1.73462     ; 30.16144     ; -47.26837    ; 47.30542    
-0.49976     ; 0.73517      ; 0.37994      ; 0.96674      ; -1.68976     ; 36.66626     ; -55.94147    ; 55.97181    
-0.52216     ; 0.78485      ; 0.40295      ; 1.02519      ; -4.08234     ; 43.07388     ; -66.84265    ; 66.97179    
