accelX       ; accelY       ; accelZ       ; totalAccel   ; gyroX        ; gyroY        ; gyroZ        ; totalGyro   
-0.96173     ; 0.56390      ; -0.19250     ; 1.13136      ; 12.12738     ; 14.07883     ; -10.98343    ; 16.37153    
-0.89221     ; 0.70905      ; -0.06421     ; 1.14145      ; 2.71408      ; 14.00406     ; -11.18530    ; 11.53169    
-0.87854     ; 0.75305      ; -0.05530     ; 1.15844      ; 3.76831      ; 9.64508      ; -9.65256     ; 10.38937    
-0.85437     ; 0.76654      ; -0.09894     ; 1.15209      ; 4.07486      ; -4.55338     ; -6.25809     ; 7.50704     
-0.88306     ; 0.69672      ; -0.16266     ; 1.13651      ; -2.04865     ; -13.60031    ; -4.03000     ; 4.57419     
-0.94745     ; 0.60236      ; -0.15442     ; 1.13329      ; -5.44312     ; -10.57220    ; -2.48978     ; 6.01576     
-0.99603     ; 0.56134      ; -0.17346     ; 1.15641      ; 0.02991      ; -7.10297     ; -6.11603     ; 6.14181     
-0.98645     ; 0.52313      ; -0.19373     ; 1.13326      ; 2.25800      ; -0.42618     ; -9.87686     ; 10.14518    
-0.96924     ; 0.55450      ; -0.20288     ; 1.13493      ; 0.75516      ; 4.02252      ; -12.00027    ; 12.03679    
-0.97601     ; 0.61096      ; -0.18182     ; 1.16573      ; -4.58328     ; 6.96091      ; -15.66391    ; 16.33211    
-0.96075     ; 0.64276      ; -0.15137     ; 1.16581      ; -8.51608     ; 9.95163      ; -17.86209    ; 19.79877    
-0.96906     ; 0.67096      ; -0.13550     ; 1.18643      ; -9.81705     ; 12.53113     ; -17.28638    ; 19.89079    
-0.96997     ; 0.68439      ; -0.12964     ; 1.19417      ; -8.50113     ; 13.13675     ; -17.33124    ; 19.31604    
-0.92804     ; 0.61151      ; -0.22144     ; 1.13324      ; 0.78506      ; 9.23386      ; -17.97424    ; 18.00177    
-0.92493     ; 0.71997      ; -0.09998     ; 1.17637      ; -1.23367     ; 9.54041      ; -22.12387    ; 22.16993    
-0.94330     ; 0.69757      ; -0.29749     ; 1.21034      ; 19.60419     ; 6.57211      ; -23.82858    ; 30.86441    
-0.97925     ; 0.82373      ; -0.03870     ; 1.28022      ; 6.45248      ; 19.58923     ; -24.79309    ; 25.63222    
-0.97900     ; 0.87286      ; -0.11609     ; 1.31674      ; 18.93875     ; 31.48483     ; -19.05838    ; 26.88234    
-1.06134     ; 0.73212      ; -0.02570     ; 1.28961      ; 44.37485     ; 57.50412     ; -5.22629     ; 44.68755    
-1.17627     ; 0.51019      ; -0.21375     ; 1.29984      ; 47.53754     ; 69.27261     ; 11.40213     ; 48.88851    
-1.16754     ; 0.39020      ; -0.21783     ; 1.25014      ; 47.69455     ; 71.94183     ; 24.35944     ; 53.55655    
-1.20874     ; 0.42938      ; -0.45258     ; 1.36024      ; 47.45529     ; 59.61258     ; 24.62860     ; 53.46735    
-1.25122     ; 0.64612      ; -0.53326     ; 1.50579      ; 47.61978     ; 51.16379     ; 11.59653     ; 49.01572    
-1.23535     ; 0.78003      ; -0.51129     ; 1.54789      ; 102.60422    ; 58.70041     ; 3.41690      ; 102.66406   
-1.15552     ; 0.53094      ; -0.47156     ; 1.35628      ; 130.67963    ; 55.59006     ; -2.68417     ; 130.70827   
-1.01190     ; 0.23492      ; -0.25592     ; 1.06987      ; 123.30750    ; 46.16928     ; 1.80191      ; 123.32088   
-0.67810     ; 0.27301      ; -0.10217     ; 0.73810      ; 106.26785    ; 43.02902     ; -3.39447     ; 106.32240   
-0.65332     ; 0.62183      ; -0.10114     ; 0.90759      ; 78.12515     ; 34.01947     ; -9.00955     ; 78.64539    
-0.61072     ; 0.55334      ; -0.30658     ; 0.87929      ; 10.11612     ; 24.71832     ; -6.61697     ; 12.10068    
-0.62646     ; 0.37415      ; -0.40948     ; 0.83673      ; -11.64139    ; 21.36871     ; 10.74417     ; 15.84611    
-0.70331     ; 0.22235      ; -0.48456     ; 0.88254      ; 6.18332      ; 11.98532     ; 10.44510     ; 12.14014    
-0.81177     ; 0.20233      ; -0.44592     ; 0.94803      ; 10.63950     ; -5.49545     ; 8.20206      ; 13.43553    
-0.83276     ; 0.26453      ; -0.38434     ; 0.95456      ; 5.78705      ; -18.54248    ; 5.49545      ; 7.98498     
-0.83472     ; 0.34454      ; -0.34015     ; 0.96497      ; -6.98334     ; -23.69400    ; 4.77768      ; 8.46829     
-0.77850     ; 0.34644      ; -0.33624     ; 0.91605      ; -28.59879    ; -23.08090    ; 7.32727      ; 29.52456    
-0.74805     ; 0.34131      ; -0.32672     ; 0.88477      ; -51.97876    ; -19.82849    ; 10.15350     ; 52.96227    
-0.79169     ; 0.38544      ; -0.33258     ; 0.94124      ; -69.79599    ; -20.95001    ; 5.51041      ; 70.01424    
-0.88715     ; 0.45062      ; -0.31592     ; 1.04398      ; -88.32352    ; -29.46609    ; -4.66553     ; 88.44780    
-0.94965     ; 0.56250      ; -0.28595     ; 1.14018      ; -101.52756   ; -32.00821    ; -11.91055    ; 102.22535   
-0.89111     ; 0.45679      ; -0.24457     ; 1.03080      ; -104.27155   ; -30.61752    ; -12.84515    ; 105.06075   
-0.97174     ; 0.51056      ; -0.15430     ; 1.10849      ; -114.18579   ; -38.25882    ; -26.33331    ; 117.18404   
-1.03107     ; 0.49036      ; -0.13025     ; 1.14914      ; -90.70114    ; -49.21982    ; -30.65491    ; 95.74268    
-1.50787     ; 0.70477      ; 0.03186      ; 1.66475      ; -53.31711    ; -68.50250    ; -21.54068    ; 57.50836    
-1.46954     ; 0.79675      ; -0.27496     ; 1.69410      ; -9.94415     ; -75.35126    ; -10.25818    ; 14.30913    
-1.23206     ; 0.35925      ; -0.48950     ; 1.37355      ; -79.47845    ; -24.87534    ; -6.00388     ; 79.70571    
-0.86963     ; 0.43933      ; -0.19501     ; 0.99363      ; -92.83203    ; -6.15341     ; -0.36636     ; 92.83379    
-0.94128     ; 0.79443      ; -0.41595     ; 1.30006      ; 59.73221     ; -32.88300    ; -90.02075    ; 108.03844   
-1.34094     ; 0.49316      ; -0.30829     ; 1.46164      ; 211.81046    ; -72.10632    ; -228.67065   ; 311.69565   
-0.80804     ; 0.81561      ; -0.09528     ; 1.15206      ; 86.79077     ; 0.22430      ; -50.64789    ; 100.49135   
-0.97052     ; 0.68170      ; -0.18250     ; 1.19997      ; -6.43005     ; -43.56735    ; 31.72409     ; 32.37635    
